"","status","tempo_empresa","moradia","tempo_emprestimo","idade","estado_civil","registros","trabalho","despesas","renda","ativos","dividas","valor_emprestimo","preco_do_bem"
"314","bom",6,"própria",36,49,"casada(o)","não","autônomo",60,100,22000,0,1000,1790
"315","ruim",3,"alugada",48,52,"casada(o)","não","fixo",96,210,0,0,1400,1419
"316","bom",10,"alugada",30,34,"separada(o)","não","fixo",45,100,0,0,700,1480
"317","bom",0,"própria",36,24,"solteira(o)","não","meio período",45,97,8000,0,600,1542
"318","ruim",1,"alugada",60,38,"casada(o)","não","autônomo",45,NA,0,0,1500,1850
"319","bom",6,"própria",48,24,"casada(o)","não","fixo",45,227,3000,0,600,1380
"320","bom",5,"própria",42,33,"casada(o)","sim","fixo",45,140,22000,2500,1200,1888
"321","ruim",1,"alugada",48,31,"casada(o)","não","fixo",87,115,0,0,1100,1672
"322","bom",37,"própria",48,63,"casada(o)","não","fixo",60,150,3500,0,700,808
"323","ruim",1,"pais",60,23,"solteira(o)","não","fixo",35,90,0,0,1100,1107
"324","bom",40,"própria",42,61,"casada(o)","não","fixo",90,275,12000,0,1000,1335
"325","bom",5,"pais",60,28,"solteira(o)","não","fixo",35,176,0,0,1190,1390
"326","bom",11,"alugada",60,58,"casada(o)","não","fixo",71,110,3000,0,1150,1363
"327","bom",23,"própria",60,41,"casada(o)","não","fixo",75,140,3000,0,1450,1482
"328","bom",23,"própria",60,38,"casada(o)","não","fixo",45,500,3500,0,1900,2357
"329","ruim",5,"própria",60,27,"casada(o)","não","fixo",75,66,3000,0,600,850
"330","bom",10,"própria",60,55,"casada(o)","não","autônomo",60,NA,10000,0,1000,1180
"331","bom",5,"própria",48,40,"casada(o)","não","autônomo",75,145,6000,0,825,1617
"332","bom",31,"própria",60,59,"casada(o)","não","fixo",60,67,6500,0,1080,1114
"333","ruim",4,"própria",60,47,"casada(o)","não","autônomo",75,NA,13500,0,1900,1976
"334","ruim",10,"própria",60,38,"casada(o)","sim","fixo",90,80,3000,1749,1030,1095
"335","bom",0,"pais",60,25,"solteira(o)","não","autônomo",35,NA,0,0,800,1380
"336","bom",8,"outras",60,28,"casada(o)","não","fixo",45,200,0,0,700,1529
"337","bom",2,"própria",36,49,"casada(o)","sim","autônomo",75,154,14000,0,850,1263
"338","bom",3,"priv",48,38,"casada(o)","não","autônomo",90,187,2500,750,1550,1600
"339","ruim",35,"própria",48,52,"casada(o)","não","fixo",60,135,5000,0,1200,1400
"340","bom",3,"própria",48,37,"viúva(o)","não","fixo",45,160,6000,3000,1000,1520
"341","bom",25,"própria",60,42,"casada(o)","não","fixo",60,133,9500,0,1500,1617
"342","bom",8,"alugada",60,54,"casada(o)","não","autônomo",173,230,5000,0,1100,1500
"343","bom",2,"própria",60,30,"casada(o)","não","fixo",60,154,3000,0,1000,1705
"344","bom",2,"própria",30,26,"casada(o)","não","fixo",60,50,3500,250,600,1292
"345","bom",17,"própria",48,49,"casada(o)","não","autônomo",60,189,7000,0,1100,1294
"346","bom",3,"própria",60,36,"casada(o)","não","fixo",60,202,4600,1260,1400,1936
"347","ruim",4,"pais",48,40,"casada(o)","não","autônomo",90,20,0,0,1850,2143
"348","ruim",0,"própria",12,61,"casada(o)","não","outros",60,40,4000,0,170,1394
"349","ruim",2,"alugada",24,59,"casada(o)","não","fixo",110,50,0,0,200,425
"350","bom",2,"própria",48,49,"casada(o)","não","fixo",45,125,4000,0,500,1600
"351","bom",30,"alugada",60,52,"casada(o)","não","autônomo",70,100,14500,0,1250,1563
"352","bom",11,"própria",60,35,"casada(o)","não","fixo",60,115,4000,75,1250,1284
"353","ruim",5,NA,60,25,"casada(o)","não","fixo",75,160,1000,0,890,990
"354","bom",14,"própria",60,30,"casada(o)","não","fixo",60,70,4000,2800,600,1125
"355","bom",8,"própria",48,28,"casada(o)","não","fixo",35,220,4000,0,1000,1267
"356","ruim",1,"outras",60,42,"casada(o)","sim","autônomo",45,NA,0,0,1600,1780
"357","bom",1,"própria",6,29,"solteira(o)","não","autônomo",35,107,2000,0,300,1298
"358","ruim",6,"própria",60,32,"casada(o)","não","fixo",75,160,2200,600,1550,1600
"359","bom",9,"própria",60,45,"casada(o)","não","fixo",75,150,3000,0,1100,1340
"360","bom",0,"própria",60,52,"casada(o)","não","meio período",45,NA,10000,0,750,1244
"361","ruim",3,"própria",60,26,"casada(o)","não","meio período",45,120,6100,1500,1000,1403
"362","bom",3,"própria",60,33,"casada(o)","sim","autônomo",75,225,2000,0,1400,1980
"363","bom",1,"pais",60,21,"solteira(o)","não","autônomo",35,100,0,0,900,1290
"364","ruim",0,"própria",36,34,"casada(o)","não","meio período",75,80,4500,300,600,1339
"365","bom",6,"própria",60,27,"solteira(o)","não","fixo",35,208,6000,3300,1500,1559
"366","ruim",21,"própria",60,44,"casada(o)","não","fixo",90,105,1150,720,200,1078
"367","bom",17,"própria",60,51,"casada(o)","não","fixo",60,98,4000,0,860,1113
"368","bom",7,"alugada",18,33,"casada(o)","não","fixo",113,532,0,0,1000,2290
"369","bom",10,"própria",60,35,"casada(o)","não","fixo",60,140,4000,0,1000,1578
"370","bom",2,"própria",48,38,"casada(o)","não","fixo",75,90,7000,2000,500,1039
"371","bom",0,"alugada",60,28,"casada(o)","não","fixo",76,155,0,0,800,1218
"372","bom",2,"própria",60,26,"casada(o)","não","fixo",45,120,3500,0,300,1329
"373","bom",10,"própria",36,34,"casada(o)","não","fixo",90,159,3000,250,300,500
"374","bom",6,"própria",60,27,"casada(o)","não","fixo",45,122,2000,1000,1300,1384
"375","ruim",7,"própria",60,32,"casada(o)","não","meio período",75,156,3500,0,1300,1553
"376","bom",18,"própria",48,43,"solteira(o)","não","fixo",35,90,2500,0,1000,1626
"377","bom",3,"própria",18,30,"solteira(o)","não","meio período",35,130,5000,0,1100,1674
"378","bom",6,"própria",18,42,"casada(o)","não","autônomo",90,45,4000,34,200,1500
"379","bom",0,"alugada",36,26,"casada(o)","não","meio período",72,118,1000,0,600,1421
"380","ruim",0,"própria",24,20,"solteira(o)","não","outros",60,152,2000,0,400,480
"381","bom",8,"alugada",48,24,"solteira(o)","não","fixo",49,135,0,0,1000,1274
"382","bom",4,"alugada",48,27,"casada(o)","não","fixo",58,125,0,0,1200,1580
"383","bom",1,"alugada",36,35,"casada(o)","não","autônomo",66,208,4000,0,1000,1300
"384","ruim",1,"pais",48,18,"solteira(o)","não","meio período",35,81,0,0,1150,1314
"385","bom",3,"própria",24,35,"casada(o)","não","fixo",75,160,1800,0,200,957
"386","bom",10,"alugada",60,33,"casada(o)","não","autônomo",75,300,2700,0,1000,1500
"387","bom",8,"priv",36,39,"casada(o)","não","fixo",60,135,4000,1500,1300,1504
"388","bom",20,"pais",60,36,"casada(o)","não","fixo",60,121,0,0,850,935
"389","bom",3,"pais",48,29,"solteira(o)","não","fixo",35,145,0,0,1000,1028
"390","ruim",1,"pais",48,23,"solteira(o)","não","fixo",35,165,0,0,1300,1440
"391","bom",19,"própria",12,34,"casada(o)","não","autônomo",75,428,32000,0,500,1030
"392","bom",2,"alugada",48,57,"casada(o)","não","outros",68,233,0,0,1200,1366
"393","ruim",11,"própria",60,38,"casada(o)","sim","fixo",90,245,4000,0,1700,1768
"394","ruim",1,"própria",36,52,"casada(o)","sim","autônomo",60,NA,100000,20000,1500,2340
"395","ruim",1,"própria",48,42,"casada(o)","sim","autônomo",75,200,9000,4500,1400,1700
"396","bom",15,"própria",60,44,"casada(o)","não","autônomo",60,42,10000,0,910,1450
"397","bom",10,"própria",48,37,"divorciada(o)","não","fixo",35,87,3500,450,500,1155
"398","ruim",1,"priv",48,34,"casada(o)","sim","autônomo",45,200,3000,1500,1000,1191
"399","bom",25,"própria",12,43,"casada(o)","não","autônomo",75,250,100000,0,600,841
"400","ruim",4,"alugada",60,42,"divorciada(o)","sim","fixo",70,350,0,0,2200,2441
"401","ruim",0,"outras",48,24,"casada(o)","não","fixo",60,105,0,0,1200,1516
"402","bom",1,"própria",60,36,"solteira(o)","não","autônomo",60,100,4500,1500,400,1591
"403","ruim",2,"pais",60,52,"casada(o)","sim","autônomo",75,160,5000,0,1350,1999
"404","bom",16,"pais",60,34,"solteira(o)","não","autônomo",35,NA,12000,0,1200,1336
"405","ruim",0,"alugada",36,34,"separada(o)","não","fixo",49,140,0,0,1150,1600
"406","bom",16,"pais",60,31,"casada(o)","não","fixo",45,160,0,0,1400,1850
"407","bom",8,"própria",60,36,"casada(o)","não","autônomo",75,148,2600,0,1400,1775
"408","bom",20,"pais",36,50,"casada(o)","não","autônomo",45,113,20000,0,700,1224
"409","bom",5,"pais",60,33,"casada(o)","não","fixo",45,97,0,0,1500,1663
"410","bom",20,"própria",60,54,"casada(o)","não","fixo",60,107,1500,0,1250,1500
"411","ruim",5,"alugada",60,40,"casada(o)","sim","fixo",66,206,0,0,1900,2225
"412","bom",1,"própria",60,29,"casada(o)","não","fixo",45,275,6000,1810,1600,1930
"413","bom",3,"própria",60,31,"casada(o)","não","fixo",45,176,4500,2500,1400,1607
"414","bom",2,"alugada",36,32,"casada(o)","não","fixo",63,175,0,0,1000,1230
"415","bom",3,"própria",24,51,"casada(o)","não","fixo",45,223,20000,0,1400,1581
"416","bom",7,"alugada",60,31,"casada(o)","não","fixo",67,70,0,0,790,1072
"417","ruim",9,"alugada",36,46,"casada(o)","não","fixo",84,87,0,0,1200,1471
"418","ruim",1,"própria",60,35,"casada(o)","não","autônomo",90,42,5000,100,500,1300
"419","bom",14,"pais",60,33,"solteira(o)","não","fixo",35,60,0,0,1150,1192
"420","bom",6,"outras",48,25,"solteira(o)","não","fixo",35,300,0,0,2400,2700
"421","bom",0,"outras",36,31,"casada(o)","não","fixo",75,144,0,0,450,500
"422","ruim",15,"alugada",36,43,"casada(o)","não","autônomo",75,NA,15000,2000,1100,1720
"423","bom",2,"pais",48,30,"casada(o)","não","fixo",60,180,0,0,1350,1770
"424","ruim",1,"alugada",48,40,"casada(o)","não","outros",82,69,0,0,1100,1197
"425","bom",12,"alugada",60,37,"casada(o)","sim","fixo",86,110,0,0,700,950
"426","ruim",1,"pais",36,22,"solteira(o)","sim","meio período",35,50,0,0,425,450
"427","ruim",0,"pais",60,24,"solteira(o)","sim","meio período",35,86,0,0,1400,1707
"428","bom",11,"própria",36,27,"casada(o)","não","fixo",60,172,7000,0,900,1201
"429","ruim",9,"alugada",60,32,"casada(o)","sim","autônomo",71,109,0,0,1135,1355
"430","bom",13,"própria",60,43,"casada(o)","não","fixo",60,95,3000,0,890,1196
"431","bom",29,"alugada",60,57,"casada(o)","não","fixo",80,203,0,0,1100,1297
"432","ruim",33,"própria",48,59,"casada(o)","sim","fixo",45,114,10000,0,1200,1420
"433","bom",3,"alugada",48,60,"viúva(o)","não","autônomo",54,186,0,0,850,1036
"434","bom",0,"alugada",60,25,"solteira(o)","não","fixo",51,155,0,0,800,1201
"435","bom",5,"pais",60,28,"casada(o)","não","fixo",60,195,1800,0,1000,1527
"436","ruim",3,"própria",60,40,"casada(o)","não","autônomo",75,246,2500,0,1300,1500
"437","bom",21,"alugada",48,36,"casada(o)","não","fixo",86,113,0,0,950,1057
"438","bom",6,"própria",48,27,"casada(o)","não","autônomo",60,290,4300,900,1500,2127
"439","ruim",1,"outras",48,33,"casada(o)","sim","autônomo",75,NA,0,0,1000,2218
"440","bom",25,"própria",60,44,"casada(o)","não","fixo",45,125,2500,0,1200,1570
"441","bom",5,"alugada",24,34,"casada(o)","não","autônomo",95,199,0,0,250,650
"442","bom",1,"própria",60,28,"casada(o)","não","fixo",45,133,5000,9000,700,1175
"443","bom",1,"própria",60,39,"casada(o)","não","fixo",60,210,2000,0,700,825
"444","ruim",2,"outras",48,47,"solteira(o)","sim","autônomo",35,NA,0,0,2150,2152
"445","bom",11,"própria",60,28,"casada(o)","não","fixo",45,78,4000,0,850,978
"446","bom",1,"alugada",36,37,"divorciada(o)","não","meio período",55,200,15000,0,1100,1650
"447","bom",0,"pais",60,20,"casada(o)","não","autônomo",45,100,0,0,1850,2150
"448","ruim",2,"alugada",48,36,"casada(o)","não","fixo",85,95,0,0,1340,1771
"449","bom",5,"alugada",48,28,"casada(o)","não","fixo",63,183,0,0,1100,1615
"450","bom",2,"pais",24,20,"solteira(o)","não","fixo",35,43,0,0,450,994
"451","bom",7,"priv",60,32,"casada(o)","não","fixo",75,120,3000,3000,870,1147
"452","ruim",3,"pais",60,19,"solteira(o)","não","autônomo",45,198,2500,0,1100,1194
"453","ruim",2,"alugada",36,21,"solteira(o)","não","fixo",45,100,0,0,700,825
"454","bom",3,"alugada",36,23,"solteira(o)","não","fixo",50,150,0,0,1000,1128
"455","bom",10,"própria",36,47,"casada(o)","não","fixo",60,133,3000,0,360,360
"456","bom",10,"própria",48,37,"viúva(o)","não","outros",45,110,3000,0,500,1190
"457","bom",10,"própria",60,51,"casada(o)","não","fixo",60,202,2000,0,1400,1580
"458","bom",1,"priv",24,31,"casada(o)","não","fixo",60,140,2000,500,1100,1600
"459","bom",4,"própria",60,49,"casada(o)","não","fixo",45,123,5000,0,1450,1735
"460","bom",2,"própria",60,27,"casada(o)","não","fixo",45,275,8000,4500,1500,2178
"461","ruim",3,"priv",60,34,"casada(o)","sim","fixo",75,200,2500,0,1350,1589
"462","bom",6,"própria",60,28,"solteira(o)","não","autônomo",35,NA,7000,800,1500,1828
"463","ruim",0,"própria",48,29,"separada(o)","não","fixo",35,55,4000,0,757,1566
"464","bom",1,"própria",60,51,"casada(o)","não","outros",45,105,3000,0,1200,1250
"465","bom",15,"própria",60,34,"casada(o)","não","fixo",75,146,5000,0,1400,1626
"466","bom",10,"própria",60,42,"casada(o)","sim","fixo",75,100,6000,1500,1350,1414
"467","ruim",2,"alugada",60,46,"separada(o)","não","fixo",49,136,0,0,1500,1687
"468","bom",8,"própria",60,40,"casada(o)","não","fixo",60,90,4500,0,1100,1638
"469","bom",4,"própria",60,32,"casada(o)","não","autônomo",60,NA,6000,0,1100,1296
"470","bom",7,"própria",60,26,"casada(o)","não","fixo",60,116,3000,0,1400,1460
"471","bom",17,"própria",36,31,"casada(o)","não","fixo",75,128,7000,4800,700,1400
"472","bom",10,"própria",54,47,"casada(o)","não","fixo",60,105,3000,0,850,911
"473","bom",6,"própria",30,45,"casada(o)","não","fixo",90,125,3000,0,1050,1559
"474","bom",0,"outras",60,26,"casada(o)","não","meio período",45,68,0,0,1200,1315
"475","bom",1,"própria",36,41,"casada(o)","não","fixo",75,400,5500,0,1800,2600
"476","bom",6,"própria",48,31,"casada(o)","não","fixo",60,251,3000,400,1000,1208
"477","bom",2,"alugada",60,23,"solteira(o)","não","fixo",58,225,0,0,800,975
"478","bom",2,"pais",60,34,"solteira(o)","não","fixo",35,140,0,0,1200,1274
"479","bom",15,"própria",48,34,"separada(o)","não","autônomo",45,NA,5000,0,900,1197
"480","bom",7,"alugada",60,38,"casada(o)","não","autônomo",107,320,1500,0,1050,1092
"481","bom",0,"própria",36,55,"casada(o)","sim","autônomo",45,NA,16000,0,900,1100
"482","bom",1,"alugada",60,54,"casada(o)","não","outros",54,87,8000,0,1000,1202
"483","ruim",2,"pais",54,24,"solteira(o)","sim","autônomo",35,NA,0,0,1800,2646
"484","ruim",15,"própria",60,37,"casada(o)","não","outros",90,90,5000,1800,1500,1816
"485","ruim",0,"alugada",60,43,"casada(o)","não","autônomo",75,NA,0,0,1400,1700
"486","bom",2,"pais",48,26,"casada(o)","não","fixo",60,110,10000,0,1300,1700
"487","bom",20,"própria",54,59,"casada(o)","não","autônomo",60,87,3500,0,500,984
"488","bom",30,"alugada",60,54,"casada(o)","não","fixo",54,93,0,0,1000,1387
"489","bom",12,"própria",48,27,"casada(o)","sim","fixo",45,110,5000,1300,450,1636
"490","bom",2,"alugada",60,28,"solteira(o)","não","fixo",43,81,0,0,1000,1135
"491","ruim",3,"própria",60,53,"casada(o)","não","fixo",45,98,3500,0,1350,1453
"492","bom",7,"própria",60,48,"casada(o)","não","autônomo",60,155,4500,0,1400,1500
"493","bom",4,"própria",48,30,"casada(o)","não","fixo",60,167,3500,1000,800,1350
"494","bom",14,"priv",60,28,"casada(o)","não","fixo",60,190,18000,0,1850,2247
"495","bom",10,"própria",60,34,"casada(o)","não","fixo",75,110,2500,300,1150,1367
"496","ruim",3,"própria",60,33,"separada(o)","não","autônomo",35,NA,6000,0,950,950
"497","ruim",12,"alugada",60,55,"casada(o)","sim","fixo",62,170,0,0,1800,2154
"498","ruim",20,"própria",36,40,"solteira(o)","sim","autônomo",35,NA,8500,400,750,1100
"499","bom",5,"pais",60,28,"solteira(o)","não","fixo",35,70,0,0,900,1492
"500","ruim",2,"própria",60,31,"solteira(o)","não","fixo",35,55,7500,0,800,1351
"501","ruim",30,"pais",60,56,"casada(o)","não","fixo",45,80,10000,0,1500,2040
"502","bom",3,"própria",60,38,"casada(o)","sim","meio período",75,81,4000,0,1000,1037
"503","ruim",0,"outras",48,25,"solteira(o)","não","fixo",35,139,0,0,1200,1202
"504","bom",0,"alugada",48,35,"casada(o)","não","fixo",66,206,0,0,1500,1683
"505","ruim",5,"outras",24,41,"separada(o)","não","autônomo",35,NA,0,0,500,1000
"506","bom",3,"pais",48,31,"solteira(o)","não","fixo",35,120,0,0,1000,1100
"507","bom",30,"outras",48,52,"casada(o)","não","autônomo",90,300,12000,0,1700,1734
"508","bom",13,"priv",60,33,"casada(o)","não","fixo",75,224,7000,0,1600,1604
"509","bom",0,"alugada",60,30,"casada(o)","não","fixo",68,80,0,0,1000,1330
"510","ruim",3,"própria",60,37,"casada(o)","não","meio período",90,166,3000,0,800,877
"511","bom",0,"própria",36,54,"casada(o)","não","meio período",60,110,11500,0,1100,1759
"512","ruim",7,"pais",48,32,"casada(o)","sim","fixo",45,161,0,0,970,1564
"513","bom",4,"própria",60,23,"casada(o)","não","fixo",45,80,4000,0,1100,1306
"514","bom",10,"própria",24,39,"casada(o)","não","fixo",75,150,3000,0,500,1108
"515","ruim",1,"alugada",36,28,"solteira(o)","não","autônomo",52,170,0,0,350,1500
"516","bom",2,"pais",60,43,"casada(o)","não","fixo",45,100,0,0,1500,1645
"517","bom",30,"alugada",60,50,"casada(o)","não","autônomo",68,225,10000,0,1300,1500
"518","bom",3,"alugada",60,41,"casada(o)","sim","fixo",77,166,0,0,2200,2625
"519","bom",0,"pais",36,27,"solteira(o)","não","fixo",45,200,5000,0,800,1456
"520","bom",10,"própria",42,25,"casada(o)","não","fixo",45,110,3000,0,1500,2178
"521","bom",4,"alugada",36,35,"solteira(o)","não","fixo",46,110,0,0,1000,1642
"522","bom",1,"própria",60,31,"casada(o)","não","meio período",45,160,4000,300,1200,1265
"523","bom",13,"pais",36,43,"solteira(o)","não","fixo",35,204,0,0,200,325
"524","ruim",4,"pais",60,28,"casada(o)","não","meio período",45,135,0,0,1350,1471
"525","bom",1,"pais",48,22,"solteira(o)","não","autônomo",45,158,0,0,260,1440
"526","bom",8,"própria",60,42,"casada(o)","sim","autônomo",75,290,10000,0,1200,2140
"527","bom",14,"própria",60,41,"casada(o)","não","fixo",60,100,6000,0,450,1377
"528","bom",6,"própria",60,29,"casada(o)","não","fixo",60,115,6000,2000,1250,1780
"529","bom",1,"própria",18,27,"casada(o)","não","meio período",45,149,2000,0,700,818
"530","bom",16,"própria",60,32,"casada(o)","sim","fixo",75,143,4000,0,650,1017
"531","bom",10,"pais",36,27,"casada(o)","sim","fixo",60,150,0,0,1000,1788
"532","bom",11,"pais",48,37,"solteira(o)","não","fixo",35,199,10000,0,1100,1212
"533","bom",40,"alugada",36,59,"casada(o)","não","fixo",59,142,0,0,1000,1800
"534","ruim",13,"própria",54,52,"casada(o)","não","fixo",75,80,4000,0,1300,1394
"535","ruim",7,"alugada",36,25,"casada(o)","não","fixo",69,93,0,0,250,400
"536","bom",3,"pais",36,24,"separada(o)","não","fixo",45,113,0,0,850,940
"537","bom",13,"pais",48,51,"casada(o)","não","fixo",45,92,3000,500,1220,1433
"538","bom",7,"própria",36,39,"casada(o)","não","autônomo",75,205,4000,0,1300,1439
"539","bom",7,"própria",60,33,"solteira(o)","não","fixo",35,210,6000,0,1700,2414
"540","bom",4,"própria",24,31,"casada(o)","não","fixo",60,256,3000,0,600,1571
"541","bom",5,"alugada",36,30,"casada(o)","não","autônomo",101,260,0,0,1000,1500
"542","bom",7,"própria",60,24,"casada(o)","não","fixo",45,106,2500,0,1200,1258
"543","bom",10,"própria",48,31,"casada(o)","não","fixo",60,160,4500,0,450,1403
"544","bom",16,"própria",60,39,"casada(o)","não","fixo",60,148,3500,0,750,1346
"545","bom",2,"própria",36,42,"casada(o)","não","fixo",75,220,3500,0,1500,2195
"546","bom",6,"própria",36,37,"casada(o)","não","autônomo",75,63,4000,50,800,1637
"547","bom",3,"própria",36,38,"casada(o)","não","fixo",75,106,8500,0,2375,2375
"548","ruim",16,"própria",60,42,"casada(o)","não","fixo",75,81,3500,0,870,873
"549","ruim",1,"pais",60,23,"solteira(o)","não","fixo",35,100,0,0,1210,1450
